expr	time	Date
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45531880	2018-08-18
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38367189	2018-08-18
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27694093	2018-08-18
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45448152	2018-08-18
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38142813	2018-08-18
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27530253	2018-08-18
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46712492	2018-08-18
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37634727	2018-08-18
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27626629	2018-08-18
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45705959	2018-08-18
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37168507	2018-08-18
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28392822	2018-08-18
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	44740086	2018-08-18
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38052459	2018-08-18
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27570008	2018-08-18
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	44578355	2018-08-18
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	35550887	2018-08-18
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28584371	2018-08-18
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46055324	2018-08-18
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37587142	2018-08-18
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27564888	2018-08-18
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46141763	2018-08-18
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36550793	2018-08-18
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	26848690	2018-08-18
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45196369	2018-08-18
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37872958	2018-08-18
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27490213	2018-08-19
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45841818	2018-08-19
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37093536	2018-08-19
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27954928	2018-08-19
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	50349230	2018-08-19
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37975381	2018-08-19
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27758569	2018-08-22
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46558632	2018-08-22
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37082403	2018-08-22
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27988067	2018-08-22
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45413558	2018-08-22
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36055390	2018-08-22
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	29417744	2018-08-20
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28210025	2018-08-20
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	17378202	2018-08-20
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27549512	2018-08-22
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45710148	2018-08-22
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36531195	2018-08-22
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27712448	2018-08-22
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45800803	2018-08-22
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36367354	2018-08-22
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27996156	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45198751	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36499270	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27417295	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45824897	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37456408	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	32744202	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	47808746	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37093190	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28700909	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	50139551	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37975637	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28103375	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45776709	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37496766	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27667874	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45523419	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36286941	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	30119751	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	47321141	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36491439	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27667271	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46115532	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36938385	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28160598	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	47075983	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37563929	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28391902	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	47404869	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	39247806	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27878697	2018-08-23
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45128276	2018-08-23
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36382715	2018-08-23
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28072655	2018-08-24
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46972981	2018-08-24
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	42226742	2018-08-24
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27804005	2018-08-27
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	48344840	2018-08-27
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37628080	2018-08-27
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28038622	2018-08-28
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46063429	2018-08-28
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36196889	2018-08-28
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28061211	2018-08-28
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45506252	2018-08-28
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36907966	2018-08-28
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	29913143	2018-08-28
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28497615	2018-08-28
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	16824317	2018-08-28
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	29520410	2018-08-28
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28575619	2018-08-28
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	17170971	2018-08-28
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27527525	2018-08-29
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45308680	2018-08-29
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36469153	2018-08-29
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28410876	2018-08-29
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46364906	2018-08-29
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38608107	2018-08-29
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	32114462	2018-08-30
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46710986	2018-08-30
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	43476952	2018-08-30
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28069359	2018-08-30
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46155014	2018-08-30
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38213589	2018-08-30
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28302770	2018-08-30
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46453480	2018-08-30
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37129354	2018-08-30
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28458479	2018-08-30
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45399061	2018-08-30
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37485344	2018-08-30
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28316324	2018-08-30
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	50274207	2018-08-30
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37220911	2018-08-30
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28979815	2018-08-31
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46754355	2018-08-31
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38429533	2018-08-31
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	29124982	2018-08-31
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46717311	2018-08-31
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38195820	2018-08-31
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28151279	2018-09-01
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45639400	2018-09-01
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37028159	2018-09-01
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27880822	2018-09-01
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46229404	2018-09-01
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37286568	2018-09-01
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27988334	2018-09-04
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45242435	2018-09-04
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	35940297	2018-09-04
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	168585663	2018-09-04
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	44529551	2018-09-04
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	34461822	2018-09-04
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	26730018	2018-09-04
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	185159106	2018-09-04
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36027338	2018-09-04
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28338301	2018-09-04
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45205391	2018-09-04
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36146604	2018-09-04
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28150100	2018-09-07
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45297606	2018-09-07
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36592991	2018-09-07
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28409413	2018-09-07
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	48064818	2018-09-07
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	42229215	2018-09-07
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28065409	2018-09-13
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46931692	2018-09-13
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36625441	2018-09-13
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28305447	2018-09-13
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46064304	2018-09-13
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38181619	2018-09-13
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	29507140	2018-09-13
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	54835460	2018-09-13
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	39470954	2018-09-13
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27313439	2018-09-25
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46185488	2018-09-25
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36374649	2018-09-25
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28661808	2018-09-25
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	54830171	2018-09-25
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37529361	2018-09-25
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28587718	2018-09-25
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	44573589	2018-09-25
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36503853	2018-09-25
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28308226	2018-09-25
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45524405	2018-09-25
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36406574	2018-09-25
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28301901	2018-09-25
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45501515	2018-09-25
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36242733	2018-09-25
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28668735	2018-09-25
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46843862	2018-09-25
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	40736896	2018-09-25
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	29057253	2018-09-25
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46357460	2018-09-25
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37001397	2018-09-25
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28058809	2018-10-03
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45502049	2018-10-03
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	35594245	2018-10-03
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28244609	2018-10-06
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46346205	2018-10-06
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37076001	2018-10-06
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28280449	2018-10-06
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45707410	2018-10-06
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36223973	2018-10-06
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	39782069	2018-10-07
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	50262701	2018-10-07
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	40035961	2018-10-07
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27985297	2018-10-07
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45755900	2018-10-07
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36192952	2018-10-07
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27365175	2018-10-07
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45100240	2018-10-07
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36172472	2018-10-07
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28212082	2018-10-07
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45602300	2018-10-07
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37264235	2018-10-07
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	29842952	2018-10-07
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	47216002	2018-10-07
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37809364	2018-10-07
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28564459	2018-10-07
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45179147	2018-10-07
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38987566	2018-10-07
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27767547	2018-10-08
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	44763222	2018-10-08
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36222768	2018-10-08
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28162088	2018-10-08
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	44462348	2018-10-08
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37714795	2018-10-08
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27774173	2018-10-08
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	44662329	2018-10-08
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38794513	2018-10-08
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28069927	2018-10-09
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45380935	2018-10-09
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37574447	2018-10-09
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	27559735	2018-10-09
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	44821651	2018-10-09
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	36920895	2018-10-09
